t,wall,state,action,arm,b,emerg,raw_thr,raw_roll,raw_pitch,raw_yaw,sent_roll,sent_pitch,sent_gaz,sent_yaw
53.730,1782952279.272,ARMED,move r+0.34 p-1.00 g+0.62 y-0.68,1.00,0.00,-1.00,0.744,0.496,-1.000,-0.794,0.344,-1.000,0.618,-0.683
53.765,1782952279.307,ARMED,move r+0.74 p-1.00 g+0.72 y-0.84,1.00,0.00,-1.00,0.817,0.837,-1.000,-0.900,0.743,-1.000,0.715,-0.837
53.800,1782952279.342,ARMED,move r+1.00 p-1.00 g+0.76 y-0.90,1.00,0.00,-1.00,0.850,1.000,-1.000,-0.941,1.000,-1.000,0.762,-0.902
53.835,1782952279.377,ARMED,move r+1.00 p-1.00 g+0.79 y-0.92,1.00,0.00,-1.00,0.867,1.000,-1.000,-0.955,1.000,-1.000,0.787,-0.924
53.870,1782952279.412,ARMED,move r+1.00 p-1.00 g+0.80 y-0.94,1.00,0.00,-1.00,0.876,1.000,-1.000,-0.965,1.000,-1.000,0.800,-0.940
53.905,1782952279.448,ARMED,move r+1.00 p-1.00 g+0.82 y-0.94,1.00,0.00,-1.00,0.887,1.000,-1.000,-0.968,1.000,-1.000,0.816,-0.945
53.941,1782952279.483,ARMED,move r+1.00 p-1.00 g+0.84 y-0.94,1.00,0.00,-1.00,0.902,1.000,-1.000,-0.967,1.000,-1.000,0.840,-0.943
53.976,1782952279.518,ARMED,move r+1.00 p-1.00 g+0.86 y-0.94,1.00,0.00,-1.00,0.913,1.000,-1.000,-0.964,1.000,-1.000,0.856,-0.938
54.010,1782952279.553,ARMED,move r+1.00 p-1.00 g+0.87 y-0.93,1.00,0.00,-1.00,0.921,1.000,-1.000,-0.957,1.000,-1.000,0.869,-0.927
54.046,1782952279.588,ARMED,move r+1.00 p-1.00 g+0.88 y-0.91,1.00,0.00,-1.00,0.928,1.000,-1.000,-0.946,1.000,-1.000,0.880,-0.910
54.081,1782952279.623,ARMED,move r+1.00 p-1.00 g+0.89 y-0.89,1.00,0.00,-1.00,0.934,1.000,-1.000,-0.935,1.000,-1.000,0.889,-0.891
54.116,1782952279.659,ARMED,move r+1.00 p-1.00 g+0.90 y-0.87,1.00,0.00,-1.00,0.940,1.000,-1.000,-0.924,1.000,-1.000,0.900,-0.873
54.151,1782952279.694,ARMED,move r+1.00 p-1.00 g+0.91 y-0.86,1.00,0.00,-1.00,0.946,1.000,-1.000,-0.914,1.000,-1.000,0.909,-0.858
54.187,1782952279.729,ARMED,move r+1.00 p-1.00 g+0.91 y-0.85,1.00,0.00,-1.00,0.949,1.000,-1.000,-0.910,1.000,-1.000,0.914,-0.852
54.222,1782952279.764,ARMED,move r+1.00 p-1.00 g+0.92 y-0.85,1.00,0.00,-1.00,0.950,1.000,-1.000,-0.910,1.000,-1.000,0.916,-0.852
54.257,1782952279.799,ARMED,move r+1.00 p-1.00 g+0.92 y-0.84,1.00,0.00,-1.00,0.950,1.000,-1.000,-0.904,1.000,-1.000,0.916,-0.843
54.292,1782952279.835,ARMED,move r+1.00 p-1.00 g+0.91 y-0.73,1.00,0.00,-1.00,0.944,1.000,-1.000,-0.828,1.000,-1.000,0.906,-0.730
54.327,1782952279.870,ARMED,move r+1.00 p-0.36 g+0.76 y-0.26,1.00,0.00,-1.00,0.849,1.000,-0.513,-0.402,1.000,-0.361,0.761,-0.258
54.362,1782952279.904,ARMED,move r+0.47 p+0.04 g+0.36 y+0.01,1.00,0.00,-1.00,0.517,0.615,0.138,0.091,0.466,0.044,0.365,0.009
54.397,1782952279.940,ARMED,move r+0.00 p+0.18 g+0.00 y+0.34,1.00,0.00,-1.00,0.074,-0.001,0.310,0.488,0.000,0.180,0.000,0.337
54.432,1782952279.975,ARMED,move r-0.25 p+0.37 g-0.09 y+0.63,1.00,0.00,-1.00,-0.194,-0.394,0.522,0.755,-0.251,0.370,-0.087,0.632
54.467,1782952280.010,ARMED,move r-0.48 p+0.64 g-0.32 y+0.88,1.00,0.00,-1.00,-0.475,-0.624,0.762,0.931,-0.476,0.641,-0.325,0.884
54.503,1782952280.045,ARMED,move r-0.65 p+1.00 g-0.58 y+1.00,1.00,0.00,-1.00,-0.711,-0.769,1.000,1.000,-0.651,1.000,-0.577,1.000
54.538,1782952280.080,ARMED,move r-0.87 p+1.00 g-0.77 y+1.00,1.00,0.00,-1.00,-0.858,-0.919,1.000,1.000,-0.866,1.000,-0.774,1.000
54.573,1782952280.115,ARMED,move r-1.00 p+1.00 g-0.89 y+1.00,1.00,0.00,-1.00,-0.932,-1.000,1.000,1.000,-1.000,1.000,-0.886,1.000
54.608,1782952280.150,ARMED,move r-1.00 p+1.00 g-0.93 y+1.00,1.00,0.00,-1.00,-0.957,-1.000,1.000,1.000,-1.000,1.000,-0.927,1.000
54.643,1782952280.186,ARMED,move r-1.00 p+1.00 g-0.93 y+1.00,1.00,0.00,-1.00,-0.961,-1.000,1.000,1.000,-1.000,1.000,-0.934,1.000
54.678,1782952280.221,ARMED,move r-1.00 p+1.00 g-0.93 y+1.00,1.00,0.00,-1.00,-0.961,-1.000,1.000,1.000,-1.000,1.000,-0.934,1.000
54.713,1782952280.256,ARMED,move r-1.00 p+1.00 g-0.94 y+1.00,1.00,0.00,-1.00,-0.962,-1.000,1.000,1.000,-1.000,1.000,-0.935,1.000
54.749,1782952280.291,ARMED,move r-1.00 p+1.00 g-0.95 y+1.00,1.00,0.00,-1.00,-0.972,-1.000,1.000,1.000,-1.000,1.000,-0.952,1.000
54.784,1782952280.326,ARMED,move r-1.00 p+1.00 g-0.96 y+1.00,1.00,0.00,-1.00,-0.975,-1.000,1.000,1.000,-1.000,1.000,-0.956,1.000
54.819,1782952280.361,ARMED,move r-1.00 p+0.99 g-0.96 y+1.00,1.00,0.00,-1.00,-0.978,-1.000,0.993,1.000,-1.000,0.988,-0.963,1.000
54.854,1782952280.397,ARMED,move r-1.00 p+0.85 g-0.97 y+0.96,1.00,0.00,-1.00,-0.982,-1.000,0.907,0.976,-1.000,0.847,-0.970,0.958
54.889,1782952280.432,ARMED,move r-1.00 p+0.56 g-0.99 y+0.66,1.00,0.00,-1.00,-0.994,-1.000,0.694,0.779,-1.000,0.557,-0.990,0.664
54.924,1782952280.467,ARMED,move r-0.92 p+0.19 g-1.00 y+0.29,1.00,0.00,-1.00,-1.000,-0.953,0.323,0.436,-0.921,0.190,-1.000,0.288
54.959,1782952280.501,ARMED,move r-0.13 p+0.00 g-1.00 y-0.05,1.00,0.00,-1.00,-1.000,-0.251,-0.059,-0.149,-0.132,0.000,-1.000,-0.053
54.994,1782952280.537,ARMED,move r+0.15 p-0.08 g-1.00 y-0.40,1.00,0.00,-1.00,-1.000,0.276,-0.179,-0.550,0.152,-0.076,-1.000,-0.397
55.029,1782952280.571,ARMED,move r+0.51 p-0.14 g-1.00 y-0.98,1.00,0.00,-1.00,-0.998,0.652,-0.264,-0.988,0.507,-0.143,-0.997,-0.980
55.064,1782952280.607,ARMED,move r+1.00 p-0.20 g-1.00 y-0.98,1.00,0.00,-1.00,-1.000,1.000,-0.330,-0.988,1.000,-0.196,-1.000,-0.980
55.099,1782952280.642,ARMED,move r+1.00 p-0.29 g-1.00 y-0.98,1.00,0.00,-1.00,-1.000,1.000,-0.440,-0.988,1.000,-0.292,-1.000,-0.980
55.134,1782952280.677,ARMED,move r+1.00 p-0.38 g-1.00 y-0.98,1.00,0.00,-1.00,-1.000,1.000,-0.532,-0.988,1.000,-0.379,-1.000,-0.980
55.169,1782952280.712,ARMED,move r+1.00 p-0.46 g-0.97 y-0.98,1.00,0.00,-1.00,-0.982,1.000,-0.608,-0.988,1.000,-0.459,-0.970,-0.980
55.205,1782952280.747,ARMED,move r+1.00 p-0.48 g-0.96 y-0.98,1.00,0.00,-1.00,-0.978,1.000,-0.629,-0.988,1.000,-0.481,-0.961,-0.980
55.240,1782952280.782,ARMED,move r+1.00 p-0.45 g-0.89 y-0.98,1.00,0.00,-1.00,-0.933,1.000,-0.601,-0.988,1.000,-0.451,-0.887,-0.980
55.275,1782952280.817,ARMED,move r+1.00 p-0.30 g-0.68 y-0.98,1.00,0.00,-1.00,-0.788,1.000,-0.453,-0.988,1.000,-0.304,-0.675,-0.980
55.310,1782952280.852,ARMED,move r+1.00 p-0.03 g-0.41 y-0.98,1.00,0.00,-1.00,-0.566,1.000,-0.125,-0.988,1.000,-0.034,-0.414,-0.980
55.345,1782952280.888,ARMED,move r+1.00 p+0.14 g-0.30 y-0.98,1.00,0.00,-1.00,-0.445,1.000,0.261,-0.988,1.000,0.140,-0.296,-0.980
55.380,1782952280.923,ARMED,move r+0.96 p+0.95 g-0.19 y-0.98,1.00,0.00,-1.00,-0.321,0.977,0.973,-0.988,0.961,0.953,-0.189,-0.980
55.416,1782952280.958,ARMED,move r+0.75 p+1.00 g-0.19 y-0.98,1.00,0.00,-1.00,-0.318,0.842,1.000,-0.988,0.750,1.000,-0.186,-0.980
55.451,1782952280.993,ARMED,move r+0.68 p+1.00 g-0.32 y-0.98,1.00,0.00,-1.00,-0.467,0.789,1.000,-0.988,0.677,1.000,-0.316,-0.980
55.486,1782952281.029,ARMED,move r+0.65 p+1.00 g-0.61 y-0.98,1.00,0.00,-1.00,-0.735,0.769,1.000,-0.988,0.651,1.000,-0.607,-0.980
55.521,1782952281.064,ARMED,move r+0.62 p+1.00 g-0.99 y-0.98,1.00,0.00,-1.00,-0.992,0.749,1.000,-0.988,0.624,1.000,-0.986,-0.980
55.556,1782952281.099,ARMED,move r+0.59 p+1.00 g-0.99 y-0.98,1.00,0.00,-1.00,-0.994,0.721,1.000,-0.988,0.590,1.000,-0.990,-0.980
55.591,1782952281.134,ARMED,move r+0.51 p+1.00 g-0.99 y-0.98,1.00,0.00,-1.00,-0.992,0.650,1.000,-0.988,0.505,1.000,-0.986,-0.980
55.627,1782952281.169,ARMED,move r+0.34 p+1.00 g-0.99 y-0.98,1.00,0.00,-1.00,-0.992,0.491,1.000,-0.988,0.339,1.000,-0.986,-0.980
55.662,1782952281.204,ARMED,move r+0.16 p+1.00 g-0.87 y-0.98,1.00,0.00,-1.00,-0.919,0.289,1.000,-0.988,0.162,1.000,-0.866,-0.980
55.696,1782952281.239,ARMED,move r+0.00 p+1.00 g-0.40 y-0.98,1.00,0.00,-1.00,-0.553,0.003,1.000,-0.988,0.000,1.000,-0.401,-0.980
55.731,1782952281.274,ARMED,move r-0.11 p+1.00 g+0.00 y-0.98,1.00,0.00,-1.00,-0.062,-0.219,1.000,-0.988,-0.107,1.000,0.000,-0.980
55.766,1782952281.309,ARMED,move r-0.27 p+1.00 g+0.15 y-0.98,1.00,0.00,-1.00,0.273,-0.416,1.000,-0.988,-0.270,1.000,0.150,-0.980
55.802,1782952281.344,ARMED,move r-0.48 p+1.00 g+0.64 y-0.85,1.00,0.00,-1.00,0.758,-0.632,1.000,-0.906,-0.484,1.000,0.636,-0.846
55.837,1782952281.380,ARMED,move r-0.64 p+1.00 g+1.00 y-0.28,1.00,0.00,-1.00,1.000,-0.761,1.000,-0.429,-0.639,1.000,1.000,-0.282
55.872,1782952281.414,ARMED,move r-1.00 p+0.91 g+1.00 y-0.11,1.00,0.00,-1.00,1.000,-1.000,0.948,-0.219,-1.000,0.913,1.000,-0.107
55.907,1782952281.449,ARMED,move r-1.00 p+0.89 g+1.00 y+0.00,1.00,0.00,-1.00,1.000,-1.000,0.932,0.012,-1.000,0.886,1.000,0.000
55.942,1782952281.485,ARMED,move r-1.00 p+0.91 g+1.00 y+0.03,1.00,0.00,-1.00,1.000,-1.000,0.947,0.125,-1.000,0.911,1.000,0.034
55.977,1782952281.520,ARMED,move r-1.00 p+0.92 g+1.00 y+0.17,1.00,0.00,-1.00,1.000,-1.000,0.953,0.293,-1.000,0.921,1.000,0.165
56.012,1782952281.555,ARMED,move r-1.00 p+0.91 g+1.00 y+0.37,1.00,0.00,-1.00,1.000,-1.000,0.948,0.519,-1.000,0.913,1.000,0.367
56.047,1782952281.590,ARMED,move r-1.00 p+0.89 g+1.00 y+0.50,1.00,0.00,-1.00,1.000,-1.000,0.936,0.649,-1.000,0.894,1.000,0.504
56.082,1782952281.625,ARMED,move r-1.00 p+0.84 g+1.00 y+0.63,1.00,0.00,-1.00,1.000,-1.000,0.900,0.750,-1.000,0.837,1.000,0.625
56.117,1782952281.659,ARMED,move r-1.00 p+0.69 g+0.98 y+0.77,1.00,0.00,-1.00,0.991,-1.000,0.799,0.854,-1.000,0.690,0.985,0.768
56.152,1782952281.694,ARMED,move r-1.00 p+0.50 g+0.89 y+0.86,1.00,0.00,-1.00,0.934,-1.000,0.643,0.917,-1.000,0.498,0.889,0.863
56.187,1782952281.730,ARMED,move r-1.00 p+0.28 g+0.72 y+0.98,1.00,0.00,-1.00,0.817,-1.000,0.431,0.988,-1.000,0.284,0.715,0.980
56.222,1782952281.764,ARMED,move r-1.00 p+0.13 g+0.57 y+0.96,1.00,0.00,-1.00,0.704,-1.000,0.251,0.978,-1.000,0.132,0.568,0.963
56.257,1782952281.800,ARMED,move r-1.00 p+0.00 g+0.37 y+0.61,1.00,0.00,-1.00,0.524,-1.000,0.009,0.737,-1.000,0.000,0.372,0.609
56.292,1782952281.835,ARMED,move r-0.86 p+0.00 g+0.33 y+0.23,1.00,0.00,-1.00,0.478,-0.917,0.002,0.376,-0.863,0.000,0.327,0.235
56.328,1782952281.870,ARMED,move r-0.56 p+0.00 g+0.22 y+0.08,1.00,0.00,-1.00,0.360,-0.697,-0.022,0.181,-0.560,0.000,0.222,0.077
56.363,1782952281.905,ARMED,move r-0.23 p+0.00 g+0.13 y+0.00,1.00,0.00,-1.00,0.251,-0.367,-0.047,0.030,-0.227,0.000,0.132,0.000
56.398,1782952281.940,ARMED,move r-0.04 p+0.00 g+0.05 y+0.00,1.00,0.00,-1.00,0.152,-0.128,-0.025,0.012,-0.036,0.000,0.055,0.000
56.433,1782952281.976,ARMED,move r+0.00 p+0.00 g+0.00 y+0.00,1.00,0.00,-1.00,0.040,0.008,-0.001,0.007,0.000,0.000,0.000,0.000
56.468,1782952282.011,ARMED,move r+0.02 p+0.00 g-0.04 y+0.00,1.00,0.00,-1.00,-0.128,0.106,0.005,-0.018,0.020,0.000,-0.036,0.000
56.503,1782952282.046,ARMED,move r+0.03 p+0.00 g-0.07 y+0.00,1.00,0.00,-1.00,-0.171,0.123,0.006,-0.045,0.032,0.000,-0.070,0.000
56.538,1782952282.081,ARMED,move r+0.00 p+0.00 g-0.07 y+0.00,1.00,0.00,-1.00,-0.170,0.071,0.006,-0.038,0.000,0.000,-0.068,0.000
56.573,1782952282.116,ARMED,move r+0.00 p+0.00 g-0.07 y+0.00,1.00,0.00,-1.00,-0.169,0.000,0.002,0.012,0.000,0.000,-0.068,0.000
56.608,1782952282.151,ARMED,move r+0.00 p+0.00 g-0.07 y+0.00,1.00,0.00,-1.00,-0.167,0.001,0.002,0.013,0.000,0.000,-0.066,0.000
56.643,1782952282.186,ARMED,move r+0.00 p+0.00 g-0.07 y+0.00,1.00,0.00,-1.00,-0.166,0.000,0.002,0.012,0.000,0.000,-0.065,0.000
56.678,1782952282.221,ARMED,move r+0.00 p+0.00 g-0.06 y+0.00,1.00,0.00,-1.00,-0.154,0.001,0.003,0.011,0.000,0.000,-0.056,0.000
56.713,1782952282.255,ARMED,move r+0.00 p+0.00 g-0.05 y+0.00,1.00,0.00,-1.00,-0.149,0.002,0.002,0.012,0.000,0.000,-0.053,0.000
56.748,1782952282.291,ARMED,move r+0.00 p+0.00 g-0.06 y+0.00,1.00,0.00,-1.00,-0.153,0.002,0.002,0.015,0.000,0.000,-0.056,0.000
56.783,1782952282.326,ARMED,move r+0.00 p+0.00 g-0.05 y+0.00,1.00,0.00,-1.00,-0.152,0.001,0.002,0.014,0.000,0.000,-0.055,0.000
56.818,1782952282.361,ARMED,move r+0.00 p+0.00 g-0.06 y+0.00,1.00,0.00,-1.00,-0.153,0.000,0.002,0.013,0.000,0.000,-0.056,0.000
56.853,1782952282.396,ARMED,move r+0.00 p+0.00 g-0.29 y+0.00,1.00,0.00,-1.00,-0.437,0.001,0.002,0.014,0.000,0.000,-0.289,0.000
56.889,1782952282.431,ARMED,move r+0.00 p+0.00 g-0.98 y+0.00,1.00,0.00,-1.00,-0.990,0.001,0.002,0.014,0.000,0.000,-0.983,0.000
56.924,1782952282.466,ARMED,move r+0.00 p+0.00 g-0.98 y+0.00,1.00,0.00,-1.00,-0.989,0.000,0.003,0.013,0.000,0.000,-0.981,0.000
56.958,1782952282.501,ARMED,move r+0.00 p+0.00 g-0.98 y+0.00,1.00,0.00,-1.00,-0.987,0.001,0.002,0.014,0.000,0.000,-0.978,0.000
56.994,1782952282.536,ARMED,move r+0.00 p+0.00 g-0.98 y+0.00,1.00,0.00,-1.00,-0.986,0.000,0.003,0.013,0.000,0.000,-0.976,0.000
57.029,1782952282.572,ARMED,move r+0.00 p+0.00 g-0.98 y+0.00,1.00,0.00,-1.00,-0.989,0.000,0.002,0.013,0.000,0.000,-0.981,0.000
57.064,1782952282.607,ARMED,move r+0.00 p+0.00 g-0.98 y+0.00,1.00,0.00,-1.00,-0.991,0.001,0.002,0.014,0.000,0.000,-0.985,0.000
57.099,1782952282.642,ARMED,move r+0.00 p+0.00 g-0.99 y+0.00,1.00,0.00,-1.00,-0.992,0.001,0.002,0.016,0.000,0.000,-0.986,0.000
57.135,1782952282.677,ARMED,move r+0.00 p+0.00 g-0.99 y+0.00,1.00,0.00,-1.00,-0.994,0.001,0.002,0.014,0.000,0.000,-0.990,0.000
57.170,1782952282.712,ARMED,move r+0.00 p+0.00 g-0.99 y+0.00,1.00,0.00,-1.00,-0.994,0.000,0.004,0.014,0.000,0.000,-0.990,0.000
57.205,1782952282.747,ARMED,move r+0.00 p+0.00 g-0.99 y+0.00,1.00,0.00,-1.00,-0.995,0.000,0.002,0.013,0.000,0.000,-0.991,0.000
57.240,1782952282.782,ARMED,move r+0.00 p+0.00 g-0.99 y+0.00,1.00,0.00,-1.00,-0.994,0.000,0.001,0.015,0.000,0.000,-0.990,0.000
57.275,1782952282.817,ARMED,move r+0.00 p+0.00 g-0.99 y+0.00,1.00,0.00,-1.00,-0.994,0.000,0.002,0.015,0.000,0.000,-0.990,0.000
57.310,1782952282.853,ARMED,move r+0.00 p+0.00 g-0.99 y+0.00,1.00,0.00,-1.00,-0.994,0.000,0.002,0.014,0.000,0.000,-0.990,0.000
57.345,1782952282.888,ARMED,move r+0.00 p+0.00 g-0.99 y+0.00,1.00,0.00,-1.00,-0.994,0.000,0.002,0.014,0.000,0.000,-0.990,0.000
57.380,1782952282.923,ARMED,move r+0.00 p+0.00 g-0.99 y+0.00,1.00,0.00,-1.00,-0.996,0.000,0.003,0.014,0.000,0.000,-0.993,0.000
57.415,1782952282.958,ARMED,move r+0.00 p+0.00 g-0.99 y+0.00,1.00,0.00,-1.00,-0.994,0.001,0.002,0.014,0.000,0.000,-0.990,0.000
57.450,1782952282.993,ARMED,move r+0.00 p+0.00 g-0.99 y+0.00,1.00,0.00,-1.00,-0.995,0.001,0.003,0.014,0.000,0.000,-0.991,0.000
57.486,1782952283.028,ARMED,move r+0.00 p+0.00 g-0.99 y+0.00,1.00,0.00,-1.00,-0.994,0.001,0.002,0.014,0.000,0.000,-0.990,0.000
57.521,1782952283.063,ARMED,move r+0.00 p+0.00 g-0.99 y+0.00,1.00,0.00,-1.00,-0.995,0.001,0.002,0.014,0.000,0.000,-0.991,0.000
57.556,1782952283.099,ARMED,move r+0.00 p+0.00 g-0.99 y+0.00,1.00,0.00,-1.00,-0.995,0.000,0.004,0.014,0.000,0.000,-0.991,0.000
57.591,1782952283.134,ARMED,move r+0.00 p+0.00 g-0.99 y+0.00,1.00,0.00,-1.00,-0.993,0.001,0.002,0.014,0.000,0.000,-0.988,0.000
57.626,1782952283.169,ARMED,move r+0.00 p+0.00 g-0.99 y+0.00,1.00,0.00,-1.00,-0.993,0.001,0.003,0.015,0.000,0.000,-0.988,0.000
57.662,1782952283.204,ARMED,move r+0.00 p+0.00 g-0.99 y+0.00,1.00,0.00,-1.00,-0.995,0.001,0.002,0.016,0.000,0.000,-0.991,0.000
57.697,1782952283.239,ARMED,move r+0.00 p+0.00 g-0.99 y+0.00,1.00,0.00,-1.00,-0.995,0.001,0.003,0.013,0.000,0.000,-0.991,0.000
57.732,1782952283.275,ARMED,move r+0.00 p+0.00 g-0.99 y+0.00,1.00,0.00,-1.00,-0.993,0.000,0.002,0.014,0.000,0.000,-0.988,0.000
57.767,1782952283.310,ARMED,move r+0.00 p+0.00 g-0.99 y+0.00,1.00,0.00,-1.00,-0.993,0.001,0.004,0.014,0.000,0.000,-0.988,0.000
57.803,1782952283.345,ARMED,move r+0.00 p+0.00 g-0.99 y+0.00,1.00,0.00,-1.00,-0.992,0.001,0.002,0.014,0.000,0.000,-0.986,0.000
57.838,1782952283.380,ARMED,move r+0.00 p+0.00 g-0.99 y+0.00,1.00,0.00,-1.00,-0.994,0.000,0.003,0.013,0.000,0.000,-0.990,0.000
57.873,1782952283.415,ARMED,move r+0.00 p+0.00 g-0.99 y+0.00,1.00,0.00,-1.00,-0.994,0.001,0.003,0.015,0.000,0.000,-0.990,0.000
57.908,1782952283.451,ARMED,move r+0.00 p+0.00 g-0.99 y+0.00,1.00,0.00,-1.00,-0.994,0.001,0.002,0.013,0.000,0.000,-0.990,0.000
57.943,1782952283.486,ARMED,move r+0.00 p+0.00 g-0.99 y+0.00,1.00,0.00,-1.00,-0.994,0.000,0.003,0.015,0.000,0.000,-0.990,0.000
57.978,1782952283.521,ARMED,move r+0.00 p+0.00 g-0.99 y+0.00,1.00,0.00,-1.00,-0.995,0.000,0.003,0.013,0.000,0.000,-0.991,0.000
58.014,1782952283.556,ARMED,move r+0.00 p+0.00 g-0.99 y+0.00,1.00,0.00,-1.00,-0.994,0.002,0.002,0.016,0.000,0.000,-0.990,0.000
58.049,1782952283.591,ARMED,move r+0.00 p+0.00 g-0.99 y+0.00,1.00,0.00,-1.00,-0.995,0.000,0.002,0.014,0.000,0.000,-0.991,0.000
58.084,1782952283.627,ARMED,move r+0.00 p+0.00 g-0.99 y+0.00,1.00,0.00,-1.00,-0.995,0.000,0.003,0.016,0.000,0.000,-0.991,0.000
58.119,1782952283.662,ARMED,move r+0.00 p+0.00 g-0.99 y+0.00,1.00,0.00,-1.00,-0.994,0.001,0.004,0.014,0.000,0.000,-0.990,0.000
58.154,1782952283.697,ARMED,move r+0.00 p+0.00 g-0.99 y+0.00,1.00,0.00,-1.00,-0.993,0.000,0.002,0.015,0.000,0.000,-0.988,0.000
58.190,1782952283.732,ARMED,move r+0.00 p+0.00 g-0.99 y+0.00,1.00,0.00,-1.00,-0.995,0.000,0.002,0.015,0.000,0.000,-0.991,0.000
58.225,1782952283.767,ARMED,move r+0.00 p+0.00 g-0.99 y+0.00,1.00,0.00,-1.00,-0.994,0.001,0.002,0.014,0.000,0.000,-0.990,0.000
58.260,1782952283.803,ARMED,move r+0.00 p+0.00 g-0.99 y+0.00,1.00,0.00,-1.00,-0.994,0.001,0.003,0.013,0.000,0.000,-0.990,0.000
58.295,1782952283.838,ARMED,move r+0.00 p+0.00 g-0.99 y+0.00,1.00,0.00,-1.00,-0.993,0.000,0.002,0.015,0.000,0.000,-0.988,0.000
58.330,1782952283.873,ARMED,move r+0.00 p+0.00 g-0.99 y+0.00,1.00,0.00,-1.00,-0.995,0.001,0.003,0.014,0.000,0.000,-0.991,0.000
58.365,1782952283.908,ARMED,move r+0.00 p+0.00 g-0.99 y+0.00,1.00,0.00,-1.00,-0.994,0.000,0.002,0.016,0.000,0.000,-0.990,0.000
58.400,1782952283.943,ARMED,move r+0.00 p+0.00 g-0.99 y+0.00,1.00,0.00,-1.00,-0.995,0.000,0.003,0.016,0.000,0.000,-0.991,0.000
58.434,1782952283.977,ARMED,move r+0.00 p+0.00 g-0.99 y+0.00,1.00,0.00,-1.00,-0.993,0.001,0.003,0.013,0.000,0.000,-0.988,0.000
58.470,1782952284.012,ARMED,move r+0.00 p+0.00 g-0.99 y+0.00,1.00,0.00,-1.00,-0.993,0.000,0.002,0.014,0.000,0.000,-0.988,0.000
58.504,1782952284.047,ARMED,move r+0.00 p+0.00 g-0.99 y+0.00,1.00,0.00,-1.00,-0.994,0.001,0.002,0.013,0.000,0.000,-0.990,0.000
58.539,1782952284.082,ARMED,move r+0.00 p+0.00 g-0.99 y+0.00,1.00,0.00,-1.00,-0.993,0.001,0.002,0.014,0.000,0.000,-0.988,0.000
58.575,1782952284.117,ARMED,move r+0.00 p+0.00 g-0.99 y+0.00,1.00,0.00,-1.00,-0.994,0.000,0.001,0.015,0.000,0.000,-0.990,0.000
58.610,1782952284.152,ARMED,move r+0.00 p+0.00 g-0.99 y+0.00,1.00,0.00,-1.00,-0.995,0.001,0.003,0.015,0.000,0.000,-0.991,0.000
58.645,1782952284.188,ARMED,move r+0.00 p+0.00 g-0.99 y+0.00,1.00,0.00,-1.00,-0.996,0.001,0.002,0.013,0.000,0.000,-0.993,0.000
58.680,1782952284.223,ARMED,move r+0.00 p+0.00 g-0.99 y+0.00,1.00,0.00,-1.00,-0.995,0.000,0.002,0.014,0.000,0.000,-0.991,0.000
58.715,1782952284.258,ARMED,move r+0.00 p+0.00 g-0.99 y+0.00,1.00,0.00,-1.00,-0.994,0.000,0.003,0.014,0.000,0.000,-0.990,0.000
58.750,1782952284.293,ARMED,move r+0.00 p+0.00 g-0.99 y+0.00,1.00,0.00,-1.00,-0.994,0.000,0.002,0.015,0.000,0.000,-0.990,0.000
58.786,1782952284.328,ARMED,LAND,1.00,-1.00,-1.00,-0.994,0.003,0.003,0.016,,,,
58.821,1782952284.363,ARMED,LAND,1.00,-1.00,-1.00,-0.993,0.000,0.003,0.016,,,,
58.856,1782952284.398,ARMED,LAND,1.00,-1.00,-1.00,-0.993,0.001,0.002,0.015,,,,
58.891,1782952284.433,ARMED,LAND,1.00,-1.00,-1.00,-0.994,0.001,0.002,0.015,,,,
58.926,1782952284.468,ARMED,LAND,1.00,-1.00,-1.00,-0.994,0.001,0.003,0.015,,,,
58.961,1782952284.504,ARMED,LAND,1.00,-1.00,-1.00,-0.993,0.001,0.002,0.014,,,,
58.996,1782952284.539,ARMED,LAND,1.00,-1.00,-1.00,-0.994,0.000,0.002,0.013,,,,
59.031,1782952284.574,ARMED,LAND,1.00,-1.00,-1.00,-0.993,0.001,0.002,0.015,,,,
59.066,1782952284.609,ARMED,LAND,1.00,-1.00,-1.00,-0.995,0.000,0.002,0.016,,,,
59.102,1782952284.644,ARMED,LAND,1.00,-1.00,-1.00,-0.993,0.001,0.003,0.015,,,,
59.137,1782952284.679,ARMED,LAND,1.00,-1.00,-1.00,-0.994,0.000,0.003,0.015,,,,
59.172,1782952284.714,ARMED,LAND,1.00,-1.00,-1.00,-0.995,0.001,0.002,0.014,,,,
59.207,1782952284.749,ARMED,LAND,1.00,-1.00,-1.00,-0.995,0.000,0.003,0.014,,,,
59.242,1782952284.784,ARMED,LAND,1.00,-1.00,-1.00,-0.995,0.001,0.002,0.014,,,,
59.277,1782952284.820,ARMED,LAND,1.00,-1.00,-1.00,-0.995,0.000,0.002,0.014,,,,
59.312,1782952284.855,ARMED,LAND,1.00,-1.00,-1.00,-0.994,0.001,0.002,0.016,,,,
59.347,1782952284.890,ARMED,LAND,1.00,-1.00,-1.00,-0.995,0.001,0.003,0.014,,,,
59.382,1782952284.924,ARMED,LAND,1.00,-1.00,-1.00,-0.994,0.001,0.003,0.014,,,,
59.417,1782952284.959,ARMED,LAND,1.00,-1.00,-1.00,-0.994,0.002,0.002,0.014,,,,
59.452,1782952284.994,ARMED,LAND,1.00,-1.00,-1.00,-0.994,0.000,0.002,0.013,,,,
